sp,Arctictis_binturong,Arctonyx_collaris,Atherurus_africanus,Atherurus_macrourus,Atilax_paludinosus,Bdeogale_crassicauda,Callosciurus_erythraeus,Canis_adustus,Capricornis_milneedwardsii,Capricornis_sumatraensis,Caracal_aurata,Cephalophus_harveyi,Cephalophus_nigrifrons,Cephalophus_silvicultor,Cephalophus_spadix,Cephalophus_weynsi,Cercocebus_sanjei,Cercopithecus_lhoesti,Cercopithecus_mitis,Civettictis_civetta,Conepatus_semistriatus,Cricetomys_emini,Cricetomys_gambianus,Crocuta_crocuta,Cryptoprocta_ferox,Cuniculus_paca,Cuon_alpinus,Dasyprocta_fuliginosa,Dasyprocta_punctata,Dasypus_kappleri,Dasypus_novemcinctus,Didelphis_marsupialis,Echinosorex_gymnura,Eira_barbara,Eulemur_rufifrons,Eupleres_goudotii,Fossa_fossana,Galidia_elegans,Galidictis_fasciata,Genetta_servalina,Gorilla_beringei,Helarctos_malayanus,Hemicentetes_nigriceps,Hemicentetes_semispinosus,Hemigalus_derbyanus,Herpestes_brachyurus,Herpestes_urva,Hystrix_africaeaustralis,Hystrix_brachyura,Lariscus_insignis,Leopardus_pardalis,Leopardus_wiedii,Leopoldamys_sabanus,Leptailurus_serval,Loxodonta_africana,Macaca_arctoides,Macaca_assamensis,Macaca_fascicularis,Macaca_leonina,Macaca_nemestrina,Manis_javanica,Martes_flavigula,Mazama_americana,Mazama_temama,Mellivora_capensis,Melogale_personata,Metachirus_nudicaudatus,Mungos_mungo,Muntiacus_muntjak,Myrmecophaga_tridactyla,Nandinia_binotata,Nasua_narica,Nasua_nasua,Neofelis_nebulosa,Nesomys_rufus,Odocoileus_virginianus,Paguma_larvata,Pan_troglodytes,Panthera_onca,Panthera_pardus,Papio_anubis,Papio_cynocephalus,Paradoxurus_hermaphroditus,Paraxerus_vexillarius,Pardofelis_marmorata,Pardofelis_temminckii,Pecari_tajacu,Petrodromus_tetradactylus,Phataginus_tricuspis,Philander_opossum,Potamochoerus_larvatus,Presbytis_siamensis,Prionailurus_bengalensis,Prionailurus_planiceps,Prionodon_linsang,Procyon_cancrivorus,Procyon_lotor,Proechimys_semispinosus,Puma_concolor,Puma_yagouaroundi,Rattus_rattus,Rhinosciurus_laticaudatus,Rhizomys_sumatrensis,Rhynchocyon_cirnei,Rhynchocyon_udzungwensis,Rusa_unicolor,Sciurus_granatensis,Sciurus_spadiceus,Setifer_setosus,Sundasciurus_hippurus,Sus_scrofa,Syncerus_caffer,Tamandua_mexicana,Tamandua_tetradactyla,Tapirus_bairdii,Tapirus_indicus,Tapirus_terrestris,Tenrec_ecaudatus,Thryonomys_gregorianus,Thryonomys_swinderianus,Tragelaphus_scriptus,Tragelaphus_spekii,Tragulus_kanchil,Tremarctos_ornatus,Tupaia_glis,Viverra_zibetha
Leopoldamys_sabanus,5.02E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.20E-01,5.18E-01,5.02E-01,5.02E-01,5.02E-01,5.09E-01,5.07E-01,5.00E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.08E-01,5.01E-01,5.01E-01,5.02E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,7.18E-05,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.16E-01,5.06E-01,5.13E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.01E-01,5.00E-01,5.01E-01,5.00E-01,0.00E+00,5.01E-01,1.00E+00,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,6.04E-04,5.00E-01,5.03E-01,5.00E-01,5.01E-01,1.67E-04,5.00E-01,1.95E-04,5.02E-01,2.78E-03,5.00E-01,5.00E-01,5.00E-01,5.02E-01,5.00E-01,5.07E-01,4.96E-04,5.06E-01,5.13E-01,5.07E-01,5.03E-01,5.02E-01,5.00E-01,5.00E-01,5.00E-01,5.02E-01,5.03E-01,2.58E-05,1.79E-04,5.00E-01,5.06E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.01E-01,5.00E-01,5.06E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,1.26E-05,4.56E-05,5.27E-01,5.00E-01,5.00E-01,2.26E-05,5.00E-01,5.15E-01,5.74E-01,4.85E-04,6.50E-04,5.29E-01,5.38E-01,5.26E-01,5.00E-01,5.00E-01,5.00E-01,5.05E-01,5.10E-01,5.00E-01,5.18E-01,5.00E-01,5.01E-01
Leptailurus_serval,3.33E-01,3.34E-01,6.68E-01,6.68E-01,7.36E-04,3.34E-01,5.01E-01,3.33E-01,5.19E-01,5.16E-01,3.38E-04,6.67E-01,3.33E-01,3.38E-01,6.70E-01,5.01E-01,5.01E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.68E-01,5.01E-01,3.38E-01,2.12E-04,6.67E-01,6.43E-05,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.68E-01,3.34E-01,3.34E-01,3.34E-01,8.88E-04,3.34E-01,9.48E-04,9.69E-04,3.34E-01,5.14E-01,6.70E-01,7.45E-03,1.00E-03,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.01E-01,8.46E-06,7.40E-04,5.01E-01,0.00E+00,9.99E-01,6.67E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.68E-01,3.34E-01,5.01E-01,2.54E-04,3.34E-01,6.68E-01,6.68E-01,5.00E-01,3.34E-01,6.68E-01,3.34E-01,6.67E-01,6.64E-04,3.34E-01,3.37E-01,6.67E-01,6.69E-01,7.45E-03,3.69E-03,6.67E-01,6.67E-01,6.67E-01,5.01E-01,3.34E-01,6.35E-05,3.34E-01,3.34E-01,5.01E-01,6.68E-01,6.70E-01,6.67E-01,3.34E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,6.68E-01,3.35E-03,3.05E-04,5.01E-01,5.01E-01,5.01E-01,6.68E-01,5.01E-01,3.50E-01,6.68E-01,6.68E-01,6.68E-01,5.01E-01,3.42E-01,3.81E-01,3.34E-01,3.34E-01,3.51E-01,6.91E-01,3.50E-01,3.34E-01,6.67E-01,6.67E-01,3.36E-01,3.39E-01,5.01E-01,3.44E-01,6.68E-01,6.67E-01
Loxodonta_africana,9.99E-01,9.99E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.00E-01,9.99E-01,4.80E-01,4.82E-01,9.99E-01,3.32E-01,6.66E-01,6.61E-01,9.95E-01,5.00E-01,9.99E-01,6.66E-01,6.66E-01,9.99E-01,1.00E+00,1.00E+00,1.00E+00,9.95E-01,9.99E-01,6.66E-01,9.99E-01,3.33E-01,3.33E-01,6.66E-01,6.66E-01,1.00E+00,1.00E+00,1.00E+00,6.67E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.84E-01,9.96E-01,9.92E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.99E-01,9.99E-01,1.00E+00,9.99E-01,1.00E+00,1.00E+00,9.99E-01,0.00E+00,6.66E-01,6.66E-01,6.66E-01,9.99E-01,6.66E-01,9.99E-01,6.67E-01,6.65E-01,5.00E-01,9.99E-01,1.00E+00,1.00E+00,6.67E-01,4.98E-01,9.98E-01,1.00E+00,1.00E+00,6.66E-01,9.98E-01,6.67E-01,6.62E-01,1.00E+00,6.63E-01,9.92E-01,9.95E-01,6.65E-01,6.65E-01,1.00E+00,5.00E-01,1.00E+00,9.98E-01,9.98E-01,1.00E+00,1.00E+00,1.00E+00,9.96E-01,3.33E-01,1.00E+00,1.00E+00,1.00E+00,9.99E-01,1.00E+00,1.00E+00,9.96E-01,9.99E-01,1.00E+00,5.00E-01,5.00E-01,6.67E-01,1.00E+00,6.49E-01,3.33E-01,3.33E-01,1.00E+00,5.00E-01,9.90E-01,6.18E-01,1.00E+00,1.00E+00,6.48E-01,6.42E-01,6.49E-01,1.00E+00,6.66E-01,6.66E-01,6.63E-01,6.60E-01,5.00E-01,9.88E-01,6.67E-01,9.99E-01
Macaca_arctoides,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,5.20E-01,5.17E-01,6.68E-01,3.34E-01,6.67E-01,6.72E-01,3.38E-01,5.00E-01,3.81E-04,3.17E-05,0.00E+00,3.34E-01,6.67E-01,3.34E-01,4.71E-04,6.72E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.15E-01,3.37E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.09E-04,6.67E-01,6.67E-01,5.01E-01,6.67E-01,6.66E-01,0.00E+00,5.92E-04,2.12E-05,1.39E-04,1.27E-04,5.00E-01,3.23E-04,6.68E-01,5.00E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,5.01E-01,6.68E-01,3.34E-01,3.33E-01,1.02E-04,6.68E-01,6.67E-01,6.71E-01,6.67E-01,3.38E-03,6.75E-01,6.71E-01,1.37E-03,1.13E-03,3.33E-01,5.01E-01,6.67E-01,5.01E-01,3.35E-01,6.67E-01,5.00E-01,3.34E-01,3.37E-01,3.33E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.71E-01,6.67E-01,5.99E-04,5.01E-01,5.01E-01,3.34E-01,5.01E-01,6.84E-01,3.34E-01,3.34E-01,6.67E-01,5.01E-01,3.43E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,6.91E-01,6.84E-01,3.34E-01,6.67E-01,6.67E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,4.10E-04,3.34E-01
Macaca_assamensis,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.68E-01,5.01E-01,6.67E-01,5.19E-01,5.16E-01,6.67E-01,3.34E-01,6.67E-01,6.72E-01,3.37E-01,5.01E-01,5.08E-04,5.61E-04,5.92E-04,3.33E-01,6.68E-01,3.34E-01,1.36E-03,6.71E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,6.68E-01,3.34E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,5.14E-01,3.36E-01,6.74E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,3.34E-01,3.34E-01,1.50E-03,6.67E-01,6.67E-01,5.01E-01,6.67E-01,6.66E-01,5.92E-04,0.00E+00,6.13E-04,7.50E-04,4.65E-04,5.01E-01,9.15E-04,6.68E-01,5.01E-01,6.67E-01,6.68E-01,3.34E-01,3.34E-01,5.00E-01,6.68E-01,3.34E-01,3.34E-01,6.94E-04,6.67E-01,6.68E-01,6.70E-01,6.67E-01,2.79E-03,6.74E-01,6.70E-01,7.83E-04,5.41E-04,3.34E-01,5.01E-01,6.67E-01,5.00E-01,3.34E-01,6.68E-01,5.01E-01,3.34E-01,3.36E-01,3.34E-01,6.67E-01,3.34E-01,6.68E-01,6.67E-01,3.34E-01,3.34E-01,6.70E-01,6.67E-01,1.49E-03,5.01E-01,5.01E-01,3.34E-01,5.01E-01,6.84E-01,3.34E-01,3.34E-01,6.68E-01,5.01E-01,3.42E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,6.91E-01,6.83E-01,3.34E-01,6.67E-01,6.67E-01,6.69E-01,6.72E-01,5.01E-01,3.44E-01,1.00E-03,3.34E-01
Macaca_fascicularis,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,5.20E-01,5.17E-01,6.68E-01,3.34E-01,6.67E-01,6.72E-01,3.38E-01,5.00E-01,4.12E-04,5.29E-05,2.12E-05,3.34E-01,6.67E-01,3.34E-01,4.40E-04,6.72E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.15E-01,3.37E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,5.77E-04,6.67E-01,6.67E-01,5.01E-01,6.67E-01,6.66E-01,2.12E-05,6.13E-04,0.00E+00,1.70E-04,1.48E-04,5.00E-01,3.02E-04,6.68E-01,5.00E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,5.01E-01,6.68E-01,3.34E-01,3.33E-01,8.09E-05,6.68E-01,6.67E-01,6.71E-01,6.67E-01,3.41E-03,6.75E-01,6.71E-01,1.40E-03,1.15E-03,3.33E-01,5.01E-01,6.67E-01,5.01E-01,3.35E-01,6.67E-01,5.00E-01,3.34E-01,3.37E-01,3.33E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.71E-01,6.67E-01,5.67E-04,5.01E-01,5.01E-01,3.34E-01,5.01E-01,6.84E-01,3.34E-01,3.34E-01,6.67E-01,5.01E-01,3.43E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,6.91E-01,6.84E-01,3.34E-01,6.67E-01,6.67E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,3.88E-04,3.34E-01
Macaca_leonina,5.01E-01,5.00E-01,5.28E-04,5.19E-04,5.00E-01,5.01E-01,5.01E-01,5.01E-01,5.20E-01,5.17E-01,5.01E-01,5.01E-01,5.01E-01,5.08E-01,6.33E-03,5.01E-01,2.42E-04,9.11E-05,1.39E-04,7.50E-04,5.01E-01,6.08E-04,6.10E-04,5.07E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,6.35E-04,5.01E-01,2.77E-04,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.15E-01,5.19E-03,5.12E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,2.42E-04,2.42E-04,7.48E-04,5.01E-01,5.00E-01,5.01E-01,5.01E-01,9.99E-01,1.39E-04,7.50E-04,1.70E-04,0.00E+00,5.17E-05,5.00E-01,6.23E-04,5.02E-01,5.01E-01,5.00E-01,5.01E-01,7.26E-04,5.01E-01,5.01E-01,5.02E-01,5.19E-04,2.62E-04,2.92E-04,5.02E-01,5.01E-01,5.06E-01,5.00E-01,4.94E-03,5.12E-01,5.06E-01,1.92E-03,1.56E-03,3.67E-04,5.01E-01,5.00E-01,5.01E-01,1.93E-03,5.01E-01,5.01E-01,7.20E-04,5.42E-03,5.00E-01,5.00E-01,3.25E-04,5.01E-01,5.00E-01,7.21E-05,7.27E-04,5.06E-01,5.00E-01,7.38E-04,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.26E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,1.41E-02,5.73E-01,5.00E-01,5.00E-01,5.28E-01,5.37E-01,5.26E-01,6.63E-04,5.00E-01,5.00E-01,5.05E-01,5.09E-01,5.01E-01,1.70E-02,7.53E-04,3.69E-04
Macaca_nemestrina,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,5.19E-01,5.17E-01,6.67E-01,3.34E-01,6.67E-01,6.72E-01,3.38E-01,5.01E-01,1.90E-04,9.52E-05,1.27E-04,3.34E-01,6.67E-01,3.34E-01,6.62E-04,6.71E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.15E-01,3.37E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,3.33E-01,8.00E-04,6.67E-01,6.67E-01,5.01E-01,6.67E-01,6.66E-01,1.27E-04,4.65E-04,1.48E-04,5.17E-05,0.00E+00,5.00E-01,4.50E-04,6.68E-01,5.01E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,5.01E-01,6.68E-01,3.34E-01,3.34E-01,2.29E-04,6.68E-01,6.67E-01,6.71E-01,6.67E-01,3.26E-03,6.75E-01,6.71E-01,1.25E-03,1.01E-03,3.34E-01,5.01E-01,6.67E-01,5.01E-01,3.35E-01,6.67E-01,5.01E-01,3.34E-01,3.37E-01,3.33E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.70E-01,6.67E-01,7.89E-04,5.01E-01,5.01E-01,3.34E-01,5.01E-01,6.84E-01,3.34E-01,3.34E-01,6.67E-01,5.01E-01,3.43E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,6.91E-01,6.84E-01,3.34E-01,6.67E-01,6.67E-01,6.70E-01,6.73E-01,5.01E-01,3.45E-01,5.36E-04,3.34E-01
Manis_javanica,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.01E-01,5.20E-01,5.17E-01,5.01E-01,5.01E-01,5.01E-01,5.09E-01,5.06E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.01E-01,5.00E-01,5.00E-01,5.07E-01,5.01E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.01E-01,5.32E-04,5.00E-01,5.01E-01,5.00E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.15E-01,5.05E-01,5.12E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.01E-01,5.00E-01,6.04E-04,5.01E-01,9.99E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,0.00E+00,5.01E-01,5.02E-01,5.00E-01,5.00E-01,4.37E-04,5.01E-01,4.09E-04,5.01E-01,2.18E-03,5.00E-01,5.00E-01,5.00E-01,5.02E-01,5.01E-01,5.06E-01,1.08E-04,5.05E-01,5.12E-01,5.06E-01,5.02E-01,5.02E-01,5.00E-01,5.01E-01,5.00E-01,5.01E-01,5.02E-01,6.30E-04,4.25E-04,5.01E-01,5.06E-01,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.01E-01,5.06E-01,5.00E-01,5.01E-01,5.01E-01,5.01E-01,5.91E-04,5.58E-04,5.26E-01,5.01E-01,5.01E-01,6.27E-04,5.01E-01,5.14E-01,5.73E-01,1.19E-04,4.63E-05,5.28E-01,5.37E-01,5.26E-01,5.01E-01,5.00E-01,5.00E-01,5.05E-01,5.09E-01,5.00E-01,5.17E-01,5.01E-01,5.00E-01
Martes_flavigula,6.68E-01,6.67E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,5.20E-01,5.18E-01,6.68E-01,3.34E-01,6.68E-01,6.73E-01,3.38E-01,5.00E-01,8.65E-04,3.54E-04,3.23E-04,3.34E-01,6.67E-01,3.33E-01,1.27E-05,6.72E-01,6.67E-01,6.67E-01,6.68E-01,3.34E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.16E-01,3.37E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,1.25E-04,6.68E-01,6.67E-01,5.00E-01,6.68E-01,6.67E-01,3.23E-04,9.15E-04,3.02E-04,6.23E-04,4.50E-04,5.01E-01,0.00E+00,6.68E-01,5.00E-01,6.67E-01,6.67E-01,3.33E-01,3.33E-01,5.02E-01,6.68E-01,3.33E-01,3.34E-01,2.21E-04,6.68E-01,6.67E-01,6.71E-01,6.67E-01,3.71E-03,6.75E-01,6.71E-01,1.70E-03,1.46E-03,3.34E-01,5.00E-01,6.67E-01,5.01E-01,3.35E-01,6.67E-01,5.00E-01,3.33E-01,3.37E-01,3.34E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,3.33E-01,6.71E-01,6.67E-01,1.15E-04,5.00E-01,5.00E-01,3.33E-01,5.00E-01,6.84E-01,3.33E-01,3.33E-01,6.67E-01,5.00E-01,3.43E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,6.92E-01,6.84E-01,3.33E-01,6.67E-01,6.67E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,8.68E-05,3.34E-01
Mazama_americana,6.67E-01,6.68E-01,6.68E-01,6.68E-01,3.35E-01,6.68E-01,2.86E-03,6.68E-01,1.74E-02,1.49E-02,3.34E-01,3.34E-01,7.53E-04,4.20E-03,6.69E-01,2.64E-03,5.02E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,5.03E-01,6.70E-01,3.34E-01,3.35E-01,3.34E-01,3.35E-01,3.35E-01,1.13E-03,1.57E-03,6.69E-01,3.35E-01,3.35E-01,1.90E-03,3.35E-01,6.69E-01,3.35E-01,3.35E-01,6.69E-01,1.29E-02,6.69E-01,3.40E-01,3.35E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,5.03E-01,3.34E-01,3.35E-01,5.03E-01,3.34E-01,6.65E-01,6.68E-01,6.68E-01,6.68E-01,5.02E-01,6.68E-01,5.02E-01,6.68E-01,0.00E+00,2.63E-03,3.35E-01,3.35E-01,6.69E-01,6.68E-01,1.12E-03,3.33E-01,6.68E-01,3.35E-01,6.68E-01,3.34E-01,1.92E-03,2.77E-03,6.68E-01,6.69E-01,3.40E-01,3.36E-01,6.67E-01,6.67E-01,6.68E-01,2.81E-03,6.68E-01,5.01E-01,3.33E-01,3.35E-01,5.03E-01,6.69E-01,6.69E-01,3.35E-01,6.68E-01,6.68E-01,6.69E-01,6.68E-01,3.35E-01,6.69E-01,3.36E-01,3.35E-01,5.03E-01,2.87E-03,2.86E-03,6.69E-01,5.03E-01,1.60E-02,3.35E-01,3.35E-01,6.69E-01,2.83E-03,3.41E-01,4.71E-02,3.35E-01,3.35E-01,1.71E-02,3.56E-01,1.56E-02,3.35E-01,3.35E-01,3.35E-01,1.73E-03,4.67E-03,2.64E-03,3.43E-01,6.69E-01,6.68E-01
Mazama_temama,5.01E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,2.31E-04,5.01E-01,2.00E-02,1.75E-02,5.02E-01,1.57E-03,1.50E-03,8.93E-03,5.07E-01,1.26E-05,5.01E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.08E-01,5.01E-01,7.49E-04,5.01E-01,1.78E-04,7.30E-05,9.39E-04,2.67E-04,5.00E-01,5.00E-01,5.00E-01,2.28E-04,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1.55E-02,5.06E-01,5.12E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.01E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.01E-01,5.01E-01,5.00E-01,5.00E-01,2.63E-03,0.00E+00,5.01E-01,5.00E-01,5.00E-01,5.00E-01,1.51E-03,5.03E-01,5.00E-01,5.00E-01,5.00E-01,5.02E-01,2.46E-04,6.78E-03,5.00E-01,5.05E-01,5.12E-01,5.07E-01,5.02E-01,5.02E-01,5.00E-01,1.81E-04,5.00E-01,5.01E-01,5.02E-01,5.00E-01,5.00E-01,5.00E-01,5.06E-01,5.71E-04,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.06E-01,5.01E-01,5.00E-01,2.38E-04,2.35E-04,5.00E-01,5.00E-01,2.66E-02,2.35E-04,2.15E-04,5.00E-01,2.03E-04,5.15E-01,7.33E-02,5.00E-01,5.00E-01,2.83E-02,3.73E-02,2.61E-02,5.00E-01,7.70E-05,2.49E-04,5.22E-03,9.63E-03,1.27E-05,5.18E-01,5.00E-01,5.01E-01
Mellivora_capensis,3.34E-01,3.34E-01,6.67E-01,6.67E-01,4.82E-04,3.34E-01,5.01E-01,3.33E-01,5.19E-01,5.17E-01,5.92E-04,6.67E-01,3.34E-01,3.39E-01,6.71E-01,5.01E-01,5.00E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,5.01E-01,3.38E-01,4.23E-05,6.67E-01,3.18E-04,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,6.35E-04,3.34E-01,6.94E-04,7.15E-04,3.34E-01,5.15E-01,6.70E-01,7.70E-03,7.50E-04,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.01E-01,2.45E-04,4.86E-04,5.01E-01,2.54E-04,9.99E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,5.00E-01,6.67E-01,3.35E-01,5.01E-01,0.00E+00,3.34E-01,6.67E-01,6.67E-01,5.01E-01,3.34E-01,6.67E-01,3.34E-01,6.67E-01,9.18E-04,3.34E-01,3.37E-01,6.67E-01,6.70E-01,7.70E-03,3.94E-03,6.68E-01,6.67E-01,6.67E-01,5.01E-01,3.34E-01,4.44E-04,3.34E-01,3.34E-01,5.01E-01,6.67E-01,6.70E-01,6.67E-01,3.34E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,6.67E-01,3.60E-03,5.08E-05,5.01E-01,5.01E-01,5.01E-01,6.67E-01,5.01E-01,3.50E-01,6.67E-01,6.67E-01,6.67E-01,5.01E-01,3.42E-01,3.82E-01,3.34E-01,3.34E-01,3.52E-01,6.91E-01,3.50E-01,3.34E-01,6.67E-01,6.67E-01,3.36E-01,3.39E-01,5.01E-01,3.44E-01,6.67E-01,6.67E-01
Melogale_personata,6.68E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,5.00E-01,6.67E-01,5.20E-01,5.18E-01,3.35E-01,6.68E-01,3.34E-01,3.39E-01,6.71E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,6.68E-01,6.67E-01,6.67E-01,5.00E-01,6.72E-01,3.34E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.31E-05,3.34E-01,3.33E-01,3.33E-01,6.67E-01,3.33E-01,3.33E-01,6.67E-01,5.16E-01,6.70E-01,3.42E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,3.34E-01,3.33E-01,1.67E-04,3.34E-01,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,4.37E-04,6.67E-01,3.35E-01,5.00E-01,3.34E-01,0.00E+00,6.67E-01,3.33E-01,5.02E-01,1.75E-03,6.67E-01,3.34E-01,6.67E-01,3.35E-01,3.33E-01,3.38E-01,3.34E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,6.67E-01,5.00E-01,6.67E-01,5.01E-01,3.35E-01,1.28E-04,1.23E-05,6.67E-01,6.71E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.38E-01,3.34E-01,5.00E-01,5.00E-01,5.00E-01,3.33E-01,1.21E-04,3.51E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,3.43E-01,3.82E-01,2.12E-04,3.23E-04,3.52E-01,6.92E-01,3.51E-01,3.33E-01,6.67E-01,6.67E-01,3.37E-01,3.40E-01,5.00E-01,3.45E-01,6.67E-01,6.67E-01
